alcohol,sugar,pH,class
11.2,12.9,3.12,1
12.6,3.2,2.9,1
11,0.8,3.14,1
10.8,2.5,3.22,1
10.9,2.4,3.25,1
9.8,7.2,3.16,1
9.8,7.3,3.15,1
9.5,6.3,2.9,1
11.26666667,4.25,3.26,1
10.8,1.2,3.01,1
13.4,2,3.36,1
11.3,4.25,3.26,1
8.9,4.7,3.22,1
11.2,4.5,3.07,1
11.5,1.4,3.22,1
13,4.1,3.26,1
12.6,5.3,3.36,1
13.1,4.2,3.26,1
11.2,6.65,3.05,1
11.7,8.2,3.39,1
10.9,2.6,3.18,1
10.9,2.6,3.18,1
11.6,2,3.04,1
10.4,12.2,3.23,1
10.9,2.3,3.22,1
11.7,8.2,3.39,1
10.8,5,3.23,1
11.2,10.7,3.11,1
10,10.8,3.25,1
10.56666667,1.7,3.28,1
11.73333333,1.3,3.04,1
10.6,1.7,3.28,1
10.5,12.7,3.26,1
11.75,1.3,3.04,1
11.4,1.2,3.01,1
12.4,1.3,3.37,1
10.1,5.7,3.24,1
12.3,3.4,3.09,1
13.1,1.1,3.32,1
10.65,1,3.29,1
11.4,1,3.36,1
9.3,1.65,3.11,1
10.2,6.8,3.44,1
10.2,6.8,3.44,1
13.1,4.9,3.26,1
9.6,1.4,3.24,1
12.8,2.5,3.1,1
10.96666667,10.8,3.09,1
10.96666667,10.8,3.09,1
10.96666667,10.8,3.09,1
11,10.8,3.09,1
13.4,2.8,3.21,1
11.2,1.3,2.87,1
12.4,2,3.27,1
11.2,1.1,3.09,1
12.4,8.2,3.14,1
10.13333333,6,3.32,1
10.13333333,6.1,3.32,1
12.4,8.2,3.14,1
9.1,8.8,3.17,1
10.15,6.1,3.32,1
10.15,6,3.32,1
11.5,1.2,3.46,1
8.9,11.4,3.08,1
10.46666667,1.3,3.47,1
10.46666667,1.3,3.47,1
11.8,6.2,3.28,1
11.63333333,3.2,3.35,1
10.6,4.5,3.29,1
9.6,9.9,3.18,1
11.8,6.2,3.28,1
8.9,11.4,3.08,1
10.5,1.3,3.47,1
10.2,1.3,3.17,1
13.1,0.9,3.29,1
11.8,0.7,3.11,1
12.2,1,3.06,1
11.45,1,3.44,1
10.5,10.4,3.23,1
10.2,1.3,3.17,1
9,12.5,2.88,1
9,12.5,2.88,1
9,12.5,2.88,1
9,12.5,2.88,1
9.1,19.25,2.93,1
8.8,1.1,3.38,1
9,12.5,2.88,1
9.1,19.25,2.93,1
12.9,9,3.13,1
13,1.2,3.19,1
12.9,9,3.13,1
9.2,1.3,3.04,1
9.8,12.8,3.1,1
9.8,12.8,3.1,1
10.1,7.6,3.26,1
10.1,7.6,3.26,1
10.9,1.4,3.33,1
9.6,8.3,3.2,1
10.4,9,3.36,1
11.8,1.85,3.03,1
10.8,12.55,3.4,1
10.6,1.4,3.28,1
12.7,1.8,3.35,1
12.2,4,3.3,1
10.8,12.55,3.4,1
10.4,9,3.36,1
11.1,3,3.25,1
11.8,1.85,3.03,1
10,7.9,3.29,1
10.8,2.6,3.12,1
10.3,1.2,3.31,1
9.9,7.1,3.24,1
10,7.9,3.29,1
12.25,1.3,3.11,1
10.2,10.7,3.34,1
9.4,7.7,3.06,1
9.7,8.4,3.18,1
10.2,10.7,3.34,1
10.4,12.7,3.04,1
12.2,1.8,3.49,1
9.4,7.7,3.06,1
10.6,10.5,3.12,1
10.7,1.6,3.27,1
11.85,1.85,3.24,1
11.7,10.5,3.34,1
11.7,10.5,3.34,1
10.15,1,3.55,1
11.63333333,1.2,3.33,1
10.8,1.7,3.22,1
10.8,1.6,3.22,1
12.3,9,3.25,1
12.5,1.9,3.36,1
11.65,1.2,3.33,1
9.6,1.5,3.24,1
10.9,3.9,3.24,1
10.8,3.6,3.23,1
11.2,1.2,3.32,1
10,5,3.67,1
10.5,2.9,3.44,1
9.1,10.4,2.86,1
10.5,11.4,3.23,1
9.3,18.35,3.12,1
9.3,18.4,3.13,1
11.2,1.2,3.32,1
10.6,7.1,3.14,1
12.1,1.3,3.23,1
12,1.5,3.43,1
9.7,10.2,3.16,1
12.4,2.2,3.12,1
13.6,3.5,3.18,1
13.6,3.5,3.18,1
11.8,3.9,2.98,1
10,7.4,3.16,1
10,7.4,3.16,1
9.1,11,3.12,1
11.9,1.5,3.47,1
11.75,3.9,3.31,1
11.4,5.4,3.24,1
13,1.5,3.56,1
12.4,5,3.27,1
9.4,1.2,3.3,1
9.6,13,3.16,1
9.6,13,3.16,1
9.6,13,3.16,1
9.6,13,3.16,1
9.1,8.6,3.16,1
12,1.7,3.24,1
11.2,1.2,3.16,1
10.1,1.2,3.32,1
10.3,1.2,3.13,1
12.3,2,3.16,1
10.55,19.4,2.97,1
10.9,0.8,3.1,1
9.7,6.3,3.15,1
9.8,6.4,3.14,1
8.9,12.1,3.04,1
8.9,12.1,3.04,1
10.2,12.9,3.02,1
11.7,2.4,3.01,1
12.8,4.3,3.46,1
12.8,4.2,3.57,1
10.2,12.9,3.02,1
13.55,1.7,3.15,1
11.6,2.2,3.13,1
8.9,12.1,3.04,1
13.8,3.4,3.53,1
9.4,7.4,3.19,1
9.4,7.3,3.18,1
10.7,1.1,3.17,1
10.7,1.1,3.17,1
12.3,1.4,3.31,1
10.3,14.5,3.16,1
10.4,8,3.11,1
11.6,1.1,3.31,1
10.7,1.1,3.17,1
12.8,2.2,3.36,1
11.9,5.8,3.18,1
12.1,0.9,3.24,1
9.2,6.4,3.23,1
9.5,10.9,2.93,1
11,7.3,2.91,1
10.9,8.3,3.19,1
10.4,1.3,3.21,1
9.1,3.3,3.42,1
11.4,1,3.32,1
11.4,1.1,3.35,1
9.7,1,3.1,1
12.4,5.1,3.18,1
13.7,3.2,3.2,1
10.6,12.6,2.91,1
11.2,3.7,3.2,1
13.13333333,1.7,3.24,1
12.4,5.1,3.18,1
9.7,1,3.1,1
11,1.3,3.19,1
11.3,1.5,3.18,1
12,4.6,3.2,1
9.2,10.3,3.23,1
10.7,6.1,3.48,1
10.7,6.1,3.48,1
11.4,1.2,3.1,1
9.2,10.3,3.23,1
12.1,9.9,3.1,1
11.1,1.6,3.23,1
9.7,1.1,3.27,1
10.7,1.5,3.24,1
10.9,1.2,3.49,1
12,1.5,3.36,1
10.6,1.1,3.47,1
9.6,11.5,3.11,1
13.1,7.8,3.03,1
11,7.4,3.38,1
11.6,1.45,3.52,1
11.95,8.9,3.28,1
11.1,1.1,3.44,1
11.5,1,3.17,1
11.3,2.5,3.21,1
11.9,1.1,3.28,1
9.5,2.4,3.18,1
12.2,2.3,3.29,1
12.2,5.1,3.41,1
11.1,2.5,3.05,1
9.6,8.9,3.1,1
11.1,2.5,3.05,1
9.6,8.9,3.1,1
11.4,1.6,3.3,1
11.4,1.4,3.32,1
12.06666667,3.9,3.1,1
9,13.7,2.9,1
9,13.7,2.9,1
11.4,9.2,3.08,1
9.6,7.8,3.12,1
11,7.6,3.03,1
11,7.7,3.04,1
11.2,3,3.23,1
11.55,1.3,3.31,1
13.3,4,3.2,1
9.633333333,1.1,3.3,1
13.6,2,3.06,1
11.2,1.9,3.29,1
13,1.4,3.27,1
10.8,4.5,3.31,1
9.8,10.1,3.19,1
11.45,6.6,3.15,1
12.05,1.9,3.37,1
9.7,12.4,3.14,1
11.9,1.6,3.33,1
10,2.5,3.49,1
9.7,1.2,3.12,1
11.6,2.5,3.36,1
8.8,0.8,3.25,1
9.5,0.9,3.24,1
9.533333333,8.1,3.15,1
9.533333333,8.1,3.15,1
9.4,11.75,3.07,1
10.7,1.3,3.26,1
11.5,1.9,3.27,1
9.6,8.3,3.14,1
9.55,8.1,3.15,1
12.15,5.7,3.21,1
13,1.9,3.04,1
9.2,1.2,3.04,1
9.4,11.75,3.07,1
11.8,2.2,3.06,1
10.6,0.9,3.24,1
9.7,1.3,3.29,1
11.2,1.6,3.27,1
9.6,8,3.15,1
9.4,1.2,2.99,1
12.8,1.1,3.34,1
11.8,0.8,3.26,1
